title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age
Mitsubishi Outlandar SunRoof 7 Sit Octane 2017,Mitsubishi,Outlandar,Automatic,Octane,"Tk 3,630,000",2017,"2,000 cc","52,000 km",9
Toyota Vitz 2013,Toyota,Vitz,Automatic,Octane,"Tk 1,345,000",2018,"1,330 cc","54,555 km",8
Toyota Yaris Cross Z PACKAGE 4.5 2021,Toyota,Yaris Cross,Automatic,"Hybrid, Octane","Tk 3,400,000",2021,"1,500 cc","46,000 km",5
Toyota Hiace GL 2016,Toyota,Hiace,Automatic,"CNG, Octane","Tk 2,480,000",2016,"2,000 cc","98,764 km",10
Toyota Noah X 2010,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,895,000",2010,"2,000 cc","141,138 km",16
Toyota C-HR G LED PEARL 2020,Toyota,C-HR,Automatic,Hybrid,"Tk 3,390,000",2020,"1,800 cc","29,000 km",6
Toyota Esquire GI PREMIUM BLACK 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,710,000",2020,"1,800 cc","65,000 km",6
Toyota Yaris Cross G LED WINE 2020,Toyota,Yaris Cross,Automatic,Hybrid,"Tk 3,220,000",2020,"1,500 cc","41,000 km",6
Toyota Noah x 2004,Toyota,Noah,Automatic,"CNG, Octane","Tk 950,000",2004,"2,000 cc","87,000 km",22
Toyota Axio aa. aoaa 2011,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,590,000",2011,"1,500 cc","84,000 km",15
Toyota Corolla X 2004,Toyota,Corolla,Automatic,CNG,"Tk 1,035,000",2004,"1,500 cc","82,000 km",22
Nissan X-Trail 2004,Nissan,X-Trail,Automatic,Octane,"Tk 1,075,000",2004,"2,000 cc","72,000 km",22
Toyota Corona Premio Octane Drive- 1999,Toyota,Corona,Automatic,Octane,"Tk 780,000",1999,"1,600 cc","85,100 km",27
Toyota Hiace GL 2012,Toyota,Hiace,Automatic,"Octane, LPG","Tk 1,894,999",2012,"2,000 cc","72,000 km",14
Toyota Hiace SUPER GL 2013,Toyota,Hiace,Automatic,"CNG, Octane","Tk 2,680,000",2013,"2,000 cc","106,000 km",13
Toyota Corolla 110 All AUTO 1995,Toyota,Corolla,Automatic,"CNG, Octane","Tk 650,000",1995,"1,500 cc","97,572 km",31
Toyota Corolla fresh 2003,Toyota,Corolla,Automatic,"CNG, Octane","Tk 799,999",2003,"1,300 cc","80,000 km",23
Toyota ist All Auto Octane 2008,Toyota,ist,Automatic,Octane,"Tk 1,450,000",2008,"1,500 cc","91,476 km",18
Hyundai Tucson SEL Premium package 2022,Hyundai,Tucson,Automatic,"Hybrid, Octane","Tk 4,310,000",2022,"1,600 cc","49,385 km",4
Mitsubishi Outlandar 7 seater 2010,Mitsubishi,Outlandar,Automatic,"Octane, LPG","Tk 1,700,000",2010,"1,935 cc","134,439 km",16
Toyota Corolla X Full Fresh 2004,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,320,000",2004,"1,500 cc","70,485 km",22
Toyota Axio 2006 2007,Toyota,Axio,Automatic,"Petrol, Octane","Tk 1,140,000",2007,"1,500 cc","85,000 km",19
Toyota Hiace a.aaoaaaa2 a.aa2aa a-aaoa 2015,Toyota,Hiace,Automatic,Octane,"Tk 3,150,000",2015,"2,000 cc","83,842 km",11
Toyota Voxy G Push 2018,Toyota,Voxy,Automatic,"Hybrid, Octane, LPG","Tk 2,530,000",2018,"1,800 cc","64,000 km",8
Toyota Sienta 7 sit 2013,Toyota,Sienta,Automatic,"Octane, LPG","Tk 1,390,000",2013,"1,500 cc","68,000 km",13
Toyota Hiace Super GL Dark Prime 2022,Toyota,Hiace,Automatic,Petrol,"Tk 4,560,000",2022,"2,000 cc","36,100 km",4
Toyota Fielder EX PUSH START 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,140,000",2020,"1,500 cc","97,609 km",6
Toyota Hiace GL 2016 2011,Toyota,Hiace,Automatic,"CNG, Octane","Tk 1,990,000",2011,"2,000 cc","97,604 km",15
Toyota Noah PUSH POWER DOORS 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,350,000",2020,"1,800 cc","94,205 km",6
Toyota Probox Full Fresh 2004,Toyota,Probox,Automatic,Octane,"Tk 780,000",2004,"1,300 cc","87,563 km",22
Toyota Axio X PACKAGE 2019,Toyota,Axio,Automatic,Hybrid,"Tk 2,380,000",2019,"1,500 cc","51,236 km",7
Toyota Prius 2017,Toyota,Prius,Automatic,Hybrid,"Tk 24,000,000",2017,"1,800 cc","52,000 km",9
Toyota Axio EX PUSH START 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,450,000",2020,"1,500 cc","43,224 km",6
Toyota Aqua G 2016,Toyota,Aqua,Automatic,"Hybrid, Octane","Tk 1,360,000",2016,"1,500 cc","64,000 km",10
Toyota Axio Ex Hybrid 2022,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,650,000",2022,"1,500 cc","57,489 km",4
Toyota Allion . 2010,Toyota,Allion,Automatic,"CNG, Octane","Tk 2,000,000",2010,"1,500 cc","88,000 km",16
Toyota Corolla X LTD 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,370,000",2005,"1,500 cc","76,358 km",21
Toyota Aqua Octane 2013,Toyota,Aqua,Automatic,"Octane, LPG","Tk 1,090,000",2013,"1,500 cc","112,000 km",13
Toyota Prius A Package 2021,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 3,350,000",2021,"1,800 cc","23,440 km",5
Toyota Fielder X 2004,Toyota,Fielder,Automatic,"Octane, LPG","Tk 1,330,000",2004,"1,500 cc","69,354 km",22
Toyota Noah X limited 2003,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,500,000",2003,"2,000 cc","150,000 km",23
Toyota Allion 2011,Toyota,Allion,Automatic,Octane,"Tk 2,280,000",2016,"1,500 cc",69 km,10
Honda CR-V octane drive 2007,Honda,CR-V,Automatic,Octane,"Tk 980,000",2007,"2,400 cc","78,543 km",19
Toyota Corolla . 2004,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,190,000",2004,"1,500 cc","84,000 km",22
Honda CR-V . 2003,Honda,CR-V,Automatic,"Octane, LPG","Tk 1,180,000",2003,"2,000 cc","89,000 km",23
Toyota Noah SI 2 Door PWR 2011,Toyota,Noah,Automatic,"CNG, Octane","Tk 2,350,000",2011,"2,000 cc","69,214 km",15
Toyota Esquire 2020,Toyota,Esquire,Automatic,Octane,"Tk 4,180,000",2020,"2,000 cc","63,000 km",6
Nissan Tiida Latio 2005,Nissan,Tiida,Automatic,"Octane, LPG","Tk 980,000",2005,"1,500 cc","85,000 km",21
Toyota Corolla Cross Z LTH Moonroof 360 2021,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 4,750,000",2021,"1,800 cc","42,150 km",5
Toyota C-HR G-LED 2017,Toyota,C-HR,Automatic,"Hybrid, Octane","Tk 2,290,000",2017,"1,800 cc","66,541 km",9
Toyota Esquire XI NON HYBRID PUSH 2020,Toyota,Esquire,Automatic,Octane,"Tk 4,000,000",2020,"2,000 cc","132,123 km",6
Toyota Fielder Ex HYBRID 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,270,000",2020,"1,500 cc","103,000 km",6
Mitsubishi Pajero 2002,Mitsubishi,Pajero,Automatic,"Octane, LPG","Tk 1,370,000",2006,"2,970 cc","122,000 km",20
Toyota Harrier Z Leather Hybrid 2020,Toyota,Harrier,Automatic,Hybrid,"Tk 6,800,000",2020,"2,500 cc","25,300 km",6
Toyota Premio G Only Octane 2016,Toyota,Premio,Automatic,Octane,"Tk 2,950,000",2016,"1,500 cc","51,225 km",10
Toyota Corolla new shape 2004,Toyota,Corolla,Automatic,"Petrol, CNG, Octane","Tk 1,190,000",2004,"1,500 cc","100,000 km",22
Kia Sportage 2011,Kia,Sportage,Automatic,Octane,"Tk 1,480,000",2011,"2,000 cc","34,000 km",15
Nissan Sunny 2007,Nissan,Sunny,Automatic,Octane,"Tk 750,000",2007,"1,597 cc","110,000 km",19
Toyota Hiace super GL push 2015,Toyota,Hiace,Automatic,Octane,"Tk 3,150,000",2015,"2,000 cc","78,468 km",11
Toyota Dyna Freezer Van 2004,Toyota,Dyna,Manual,Diesel,"Tk 1,130,000",2004,"2,400 cc","123,000 km",22
Toyota Hilux 2006,Toyota,Hilux,Automatic,Octane,"Tk 2,490,000",2009,"2,697 cc","85,000 km",17
Toyota Hiace Super GL Key 2020,Toyota,Hiace,Automatic,Petrol,"Tk 3,950,000",2020,"2,000 cc","70,000 km",6
Suzuki Ertiga 2019 7SEATER,Suzuki,Ertiga,Automatic,Octane,"Tk 1,790,000",2019,"1,500 cc","58,758 km",7
Toyota Noah 2003,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,280,000",2007,"2,000 cc","200,000 km",19
Toyota Noah Si 2012,Toyota,Noah,Automatic,"CNG, Octane","Tk 2,400,000",2012,"2,000 cc","72,346 km",14
Toyota Passo 2005 reg 2010 1000cc,Toyota,Passo,Automatic,Octane,"Tk 590,000",2005,Toyota Passo 2005 reg 2010 1000cc,"78,000 km",21
Toyota Esquire Gi Premium 2016,Toyota,Esquire,Automatic,Octane,"Tk 3,220,000",2016,"2,000 cc","73,422 km",10
Toyota 110 Original 1500cc 1997,Toyota,Other Model,Automatic,"CNG, Octane","Tk 730,000",1997,"1,500 cc","115,000 km",29
Toyota Fielder WXB 2013,Toyota,Fielder,Automatic,Hybrid,"Tk 1,580,000",2013,"1,500 cc","68,209 km",13
Toyota Axio 2008 limited edition,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,390,000",2008,"1,500 cc","90,000 km",18
Toyota Camry XLE 2019,Toyota,Camry,Automatic,Octane,"Tk 5,790,000",2019,"2,500 cc","24,000 km",7
Toyota Hiace GL LED DUAL AC BLACK 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,650,000",2020,"2,000 cc","74,300 km",6
Toyota Allion A15 2014,Toyota,Allion,Automatic,"Petrol, Octane","Tk 2,230,000",2014,"1,500 cc","90,000 km",12
Toyota Prado TX 2011,Toyota,Prado,Automatic,Octane,"Tk 6,800,000",2011,"2,700 cc","55,421 km",15
Toyota Axio 2014 reg 2019,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,690,000",2014,"1,500 cc","75,000 km",12
Toyota RAV4 2006,Toyota,RAV4,Automatic,"Octane, LPG","Tk 1,550,000",2009,"2,369 cc","169,000 km",17
Toyota Corsa All Original 1996,Toyota,Corsa,Automatic,"CNG, Octane","Tk 525,000",1996,"1,331 cc","115,000 km",30
Toyota Corsa Excellent Condition 1997,Toyota,Corsa,Automatic,"CNG, Octane","Tk 525,000",1997,"1,331 cc","99,000 km",29
Toyota Axio 2011,Toyota,Axio,Automatic,"Octane, LPG","Tk 1,600,000",2017,"1,500 cc","84,321 km",9
Toyota Axio G Octane Use Only 2013,Toyota,Axio,Automatic,Octane,"Tk 1,820,000",2013,"1,500 cc","61,000 km",13
Toyota Corolla X Full Fresh 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,380,000",2005,"1,500 cc","72,229 km",21
Nissan X-Trail Full package 2015,Nissan,X-Trail,Automatic,Octane,"Tk 3,475,000",2015,"2,000 cc","89,961 km",11
Toyota Hilux surf 2004,Toyota,Hilux,Automatic,Octane,"Tk 1,830,000",2004,"2,700 cc","86,500 km",22
Toyota Hiace SUPER GL DARK PRI-2 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,300,000",2020,"2,000 cc","62,000 km",6
Toyota Allion G Push Start 2010,Toyota,Allion,Automatic,Octane,"Tk 1,870,000",2010,"1,500 cc","70,000 km",16
Toyota Axio super fresh 2018,Toyota,Axio,Automatic,"Octane, LPG","Tk 2,375,000",2018,"1,500 cc","61,000 km",8
Toyota Corona My Road 1992,Toyota,Corona,Automatic,"CNG, Octane","Tk 290,000",1992,"1,500 cc","120,000 km",34
Toyota Hiace SUPER GL DARK PRIME 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,400,000",2021,"2,000 cc","88,500 km",5
Honda Insight Ex Pearl 2020,Honda,Insight,Automatic,Hybrid,"Tk 3,970,000",2020,"1,500 cc","42,163 km",6
Honda Insight Ex 2020,Honda,Insight,Automatic,Hybrid,"Tk 3,990,000",2020,"1,500 cc","40,460 km",6
Toyota C-HR G Led 2020,Toyota,C-HR,Automatic,Hybrid,"Tk 3,590,000",2020,"1,800 cc","39,000 km",6
Toyota Corolla Cross -- --z-s 2024,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 5,650,000",2024,"1,800 cc",300 km,2
Toyota Prado TXL 2021,Toyota,Prado,Automatic,"Petrol, Octane","Tk 15,900,000",2021,"2,700 cc","6,049 km",5
Toyota Premio Fex 2020,Toyota,Premio,Automatic,Octane,"Tk 4,300,000",2020,"1,500 cc","58,000 km",6
Toyota Yaris Cross Z 2020,Toyota,Yaris Cross,Automatic,Petrol,"Tk 3,550,000",2020,"1,500 cc","38,000 km",6
Toyota Premio Fex Red wine 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,340,000",2020,"1,500 cc","21,000 km",6
Toyota Voxy S-G 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 4,400,000",2022,"1,800 cc","34,000 km",4
Toyota Noah Si Wxb 2019,Toyota,Noah,Automatic,Hybrid,"Tk 3,450,000",2019,"1,800 cc","54,000 km",7
Toyota Voxy SZ 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 5,200,000",2022,"1,800 cc","9,000 km",4
Nissan X-Trail 2011,Nissan,X-Trail,Automatic,"Octane, LPG","Tk 1,670,000",2017,"2,000 cc","68,000 km",9
Mazda Axela super fresh 2011,Mazda,Axela,Automatic,Octane,"Tk 1,450,000",2011,"1,500 cc","66,000 km",15
Toyota Premio Octne Drive Japan 2005,Toyota,Premio,Automatic,Octane,"Tk 1,580,000",2005,"1,500 cc","78,000 km",21
Mitsubishi X-Pander 7 Seat 2021,Mitsubishi,X-Pander,Automatic,Octane,"Tk 2,990,000",2021,"1,500 cc","20,000 km",5
Mitsubishi Outlandar Sunroof 2021,Mitsubishi,Outlandar,Automatic,Octane,"Tk 4,650,000",2021,"2,000 cc","22,000 km",5
Toyota Axio G 2018,Toyota,Axio,Automatic,Octane,"Tk 2,190,000",2018,"1,500 cc","61,375 km",8
Mitsubishi Pajero 2006,Mitsubishi,Pajero,Automatic,Octane,"Tk 3,290,000",2009,"3,000 cc","126,000 km",17
Toyota Fielder Non Hybrid EX 4 AP 2020,Toyota,Fielder,Automatic,"Petrol, Octane","Tk 2,850,000",2020,"1,500 cc","100,000 km",6
Toyota Allion A-15 White Pearl 2004,Toyota,Allion,Automatic,"CNG, Octane","Tk 1,450,000",2004,"1,500 cc","76,000 km",22
Toyota C-HR G-MODE NERO 2 TON 2020,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane","Tk 3,400,000",2020,"1,800 cc","56,000 km",6
Toyota Hiace super GL 2012,Toyota,Hiace,Automatic,"CNG, Octane","Tk 2,490,000",2012,"2,000 cc","127,540 km",14
"Toyota Noah X, None Hybrid 2022",Toyota,Noah,Automatic,Octane,"Tk 4,890,000",2022,"2,000 cc","70,000 km",4
Toyota Hiace GL 2013,Toyota,Hiace,Automatic,"Octane, LPG","Tk 2,200,000",2013,"2,000 cc","97,384 km",13
Toyota Hiace SUPER GL 2011,Toyota,Hiace,Automatic,"CNG, Octane","Tk 2,450,000",2011,"2,000 cc","87,545 km",15
Toyota Noah Si 2010,Toyota,Noah,Automatic,Octane,"Tk 2,130,000",2010,"2,000 cc","72,170 km",16
Toyota Hiace GLDual AC Ready 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,520,000",2020,"2,000 cc","36,985 km",6
Toyota Corolla G Super condition 2000,Toyota,Corolla,Automatic,"Octane, LPG","Tk 990,000",2000,"1,500 cc","87,000 km",26
Toyota Axio 2020 EX,Toyota,Axio,Automatic,Hybrid,"Tk 2,350,000",2020,"1,500 cc","56,000 km",6
Toyota Noah X 2002,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,055,000",2002,"2,000 cc","99,500 km",24
Toyota Axio G 2008,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,280,000",2008,"1,500 cc","99,800 km",18
Toyota Noah X SMART NON HYBRID 2021,Toyota,Noah,Automatic,Octane,"Tk 3,690,000",2021,"2,000 cc","77,000 km",5
Toyota RAV4 G Z Package 2020,Toyota,RAV4,Automatic,"Petrol, Octane","Tk 7,500,000",2020,"2,000 cc","33,800 km",6
Toyota Corolla Cross Z-LEATHER PKG G-4.5 2021,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,600,000",2021,"1,800 cc","17,000 km",5
Toyota Aygo Axio 2014,Toyota,Aygo,Automatic,Octane,"Tk 1,845,000",2014,"1,500 cc","72,143 km",12
Toyota Hiace Touring 2001,Toyota,Hiace,Automatic,"CNG, Octane","Tk 850,000",2001,"2,000 cc","145,000 km",25
Toyota Axio Fielder 2014,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,950,000",2014,"1,500 cc","59,000 km",12
MG ZS Blue 2019,MG,ZS,Automatic,Octane,"Tk 2,180,000",2019,"1,500 cc","39,450 km",7
Toyota Axio G Hybrid 2013,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 1,410,000",2013,"1,500 cc","54,619 km",13
Toyota Noah X New Shape 2003,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,280,000",2003,"2,000 cc","85,100 km",23
Toyota Premio F EX Package Octane 2020,Toyota,Premio,Automatic,Octane,"Tk 3,950,000",2020,"1,500 cc","33,721 km",6
Nissan Tiida Latio With LPG 2005,Nissan,Tiida,Automatic,Octane,"Tk 980,000",2005,"1,500 cc","85,100 km",21
Toyota Harrier Z Leather non hybrid 2020,Toyota,Harrier,Automatic,Octane,"Tk 8,050,000",2020,"2,000 cc","7,000 km",6
Honda Civic EK3 1997,Honda,Civic,Automatic,Octane,"Tk 590,000",1997,"1,500 cc","120,000 km",29
Toyota Axio G Push-Octane Use 2013,Toyota,Axio,Automatic,Octane,"Tk 1,815,000",2013,"1,500 cc","62,000 km",13
Honda CR-V Petrol EX Mas. Pearl 2020,Honda,CR-V,Automatic,Petrol,"Tk 6,220,000",2020,"1,500 cc","44,000 km",6
Toyota Esquire GI PREMIUM HYBRID 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane","Tk 3,820,000",2020,"1,800 cc","41,000 km",6
Toyota Premio G Octane Deven Idle 2016,Toyota,Premio,Automatic,Octane,"Tk 2,940,000",2016,"1,500 cc","51,200 km",10
Mitsubishi Lancer Ex Super Fresh 2010,Mitsubishi,Lancer,Automatic,Octane,"Tk 1,470,000",2010,"1,500 cc","66,100 km",16
Nissan X-Trail 2010,Nissan,X-Trail,Automatic,Octane,"Tk 1,800,000",2016,"2,000 cc","100,000 km",10
Toyota Succeed . 2004,Toyota,Succeed,Automatic,"CNG, Octane","Tk 770,000",2004,"1,500 cc","83,000 km",22
Toyota Raum . 2005,Toyota,Raum,Automatic,"Octane, LPG","Tk 1,130,000",2005,"1,500 cc","90,000 km",21
Toyota Fielder WXB Hybrid 2013,Toyota,Fielder,Automatic,"Hybrid, Octane","Tk 1,450,000",2013,"1,500 cc","236,100 km",13
Toyota Avanza G 7 Seater 2010,Toyota,Avanza,Automatic,Octane,"Tk 1,350,000",2010,"1,500 cc","73,000 km",16
Toyota Noah Liteace GL 2011,Toyota,Noah,Automatic,"CNG, Octane","Tk 780,000",2011,"1,500 cc","78,000 km",15
Toyota Noah X SMART BLACK 2021,Toyota,Noah,Automatic,Octane,"Tk 3,780,000",2021,"2,000 cc","65,000 km",5
Toyota Aqua S pkg 2017,Toyota,Aqua,Automatic,"Hybrid, Octane","Tk 1,450,000",2017,"1,500 cc","70,000 km",9
Toyota Corolla X 2004,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,050,000",2004,"1,500 cc","123,000 km",22
Toyota Fielder Axio Ex 3.5 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,980,000",2020,"1,500 cc","74,000 km",6
Toyota Passo G GRAD Octane Use 2011,Toyota,Passo,Automatic,Octane,"Tk 1,220,000",2011,"1,320 cc","67,000 km",15
Toyota Fielder EX PUSH 38000 km 2020,Toyota,Fielder,Automatic,"Petrol, Octane","Tk 2,890,000",2020,"1,500 cc","38,000 km",6
Mitsubishi Lancer Sunroof 2012,Mitsubishi,Lancer,Automatic,Octane,"Tk 1,890,000",2012,"1,500 cc","48,000 km",14
Toyota Allion A15 2014,Toyota,Allion,Automatic,"CNG, Octane","Tk 2,370,000",2014,"1,500 cc","86,000 km",12
Toyota Corolla 2004,Toyota,Corolla,Automatic,"Octane, LPG","Tk 1,130,000",2004,"1,500 cc","100,000 km",22
Toyota Allion G Push Start 2007,Toyota,Allion,Automatic,Octane,"Tk 1,730,000",2007,"1,500 cc","900,000 km",19
Toyota Axio X Hybrid 3.5 2019,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,320,000",2019,"1,500 cc","74,000 km",7
Toyota Fielder X Fresh Unit 2005,Toyota,Fielder,Automatic,"CNG, Octane","Tk 1,280,000",2005,"1,500 cc","76,000 km",21
Toyota Hiace GL 2021,Toyota,Hiace,Automatic,Octane,"Tk 3,650,000",2021,"2,000 cc","740,000 km",5
Toyota Noah 2011,Toyota,Noah,Automatic,"Octane, LPG","Tk 2,198,000",2017,"2,000 cc","88,000 km",9
Toyota Premio FE-X 2018,Toyota,Premio,Automatic,"Octane, LPG","Tk 2,560,000",2018,"1,500 cc","98,000 km",8
Toyota Vitz Octane Deven 2011,Toyota,Vitz,Automatic,Octane,"Tk 1,040,000",2011,"1,000 cc","66,000 km",15
Toyota Axio G 2015,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 1,680,000",2015,"1,500 cc","55,209 km",11
Toyota Noah HV X BLACK 2020,Toyota,Noah,Automatic,Hybrid,"Tk 3,240,000",2020,"1,800 cc","55,421 km",6
Toyota Noah G OCTANE BLACK 2021,Toyota,Noah,Automatic,Octane,"Tk 3,745,000",2021,"2,000 cc","91,000 km",5
Toyota Esquire Gi premium F 2018,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 3,235,000",2018,"1,800 cc","47,209 km",8
Toyota Axio HYBRID SUPER FRESH 2015,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 1,650,000",2015,"1,500 cc","77,000 km",11
Toyota Wagon 100 . 1998,Toyota,Wagon 100,Automatic,LPG,"Tk 245,000",1998,"1,331 cc","140,000 km",28
Toyota Hiace SUPER GL PEARL 2017,Toyota,Hiace,Automatic,Petrol,"Tk 3,500,000",2017,"2,000 cc","77,000 km",9
Toyota Axio EX HV WHITE 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,270,000",2020,"1,500 cc","48,872 km",6
Toyota Corolla G-X 2020,Toyota,Corolla,Automatic,"Hybrid, Octane","Tk 3,100,000",2020,"1,790 cc","76,700 km",6
Toyota Hiace SUPER GL KEY 2020,Toyota,Hiace,Automatic,Hybrid,"Tk 3,999,999",2020,"2,000 cc","130,000 km",6
Toyota Corolla Fielder EX Package 2020,Toyota,Corolla,Automatic,Hybrid,"Tk 2,700,000",2020,"1,500 cc","34,000 km",6
Toyota RAV4 Hybrid G Package 2020,Toyota,RAV4,Automatic,Hybrid,"Tk 6,800,000",2020,"2,500 cc","41,000 km",6
Honda Insight EX Black Style 2020,Honda,Insight,Automatic,Hybrid,"Tk 4,200,000",2020,"1,500 cc","33,000 km",6
Honda Fit EHEV HOME 2020,Honda,Fit,Automatic,Hybrid,"Tk 2,200,000",2020,"1,500 cc","35,000 km",6
Honda CR-V Hybrid EX Master 2020,Honda,CR-V,Automatic,Hybrid,"Tk 5,970,000",2020,"2,000 cc","40,000 km",6
Toyota Axio EX PACKAGE HYBRID 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,200,000",2020,"1,500 cc","101,168 km",6
Toyota Corolla Cross Z Black Full Option 2023,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,950,000",2023,"1,800 cc","17,000 km",3
Toyota Premio FL PUSH PEARL 2021,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,550,000",2021,"1,500 cc","52,000 km",5
Toyota Prado Land Cruiser TX 2017,Toyota,Prado,Automatic,Octane,"Tk 10,900,000",2017,"2,700 cc","52,292 km",9
Toyota Axio EX 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,370,000",2020,"1,500 cc","36,560 km",6
Toyota Hiace GL DUAL AC READY 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,200,000",2020,"2,020 cc","41,782 km",6
Toyota Hiace SUPPER GL DHAKAREADY 2020,Toyota,Hiace,Automatic,Octane,"Tk 3,900,000",2020,"2,000 cc","51,726 km",6
Toyota Axio EX hybrid 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane","Tk 2,100,000",2020,"1,500 cc","161,000 km",6
Toyota Hiace Ambulance Silver 5D 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,900,000",2020,"2,000 cc","68,000 km",6
Toyota Hiace Super GL Key Black 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,000,000",2020,"2,000 cc","108,000 km",6
Toyota Harrier S-GRAY 2022,Toyota,Harrier,Automatic,"Petrol, Hybrid, Octane","Tk 8,200,000",2022,"2,000 cc","74,538 km",4
Toyota Vitz 2012,Toyota,Vitz,Automatic,Octane,"Tk 1,320,000",2017,"1,000 cc","67,509 km",9
Toyota Premio F 2010,Toyota,Premio,Automatic,"CNG, Octane","Tk 2,195,000",2010,"1,500 cc","153,000 km",16
Toyota Harrier PREMIUM SUNROOF 360 2020,Toyota,Harrier,Automatic,Octane,"Tk 6,550,000",2020,"2,000 cc","54,321 km",6
Toyota Voxy Hybrid 2 Door power 2020,Toyota,Voxy,Automatic,Hybrid,"Tk 3,250,000",2020,"1,800 cc","69,289 km",6
Toyota Vitz 2009,Toyota,Vitz,Automatic,Octane,"Tk 830,000",2016,"1,000 cc","123,000 km",10
Toyota Aqua Cross over G 2020,Toyota,Aqua,Automatic,Hybrid,"Tk 2,150,000",2020,"1,500 cc","85,000 km",6
Toyota Axio G Push-Octane Use 2013,Toyota,Axio,Automatic,Octane,"Tk 1,845,000",2013,"1,500 cc","66,000 km",13
Honda Fit Pearl 2019,Honda,Fit,Automatic,Hybrid,"Tk 2,050,000",2019,"1,500 cc","38,450 km",7
Toyota Noah Pearl hv 2019,Toyota,Noah,Automatic,"Hybrid, Octane","Tk 3,280,000",2019,"2,000 cc","46,285 km",7
Honda CR-V OctaneOriginalColor 2014,Honda,CR-V,Automatic,Octane,"Tk 2,750,000",2014,"2,000 cc","64,380 km",12
Toyota Axio G Super Fresh LPG 2014,Toyota,Axio,Automatic,"Octane, LPG","Tk 1,830,000",2014,"1,500 cc","59,800 km",12
Hyundai Creta Standard 2023,Hyundai,Creta Standard,Automatic,Octane,"Tk 2,580,000",2023,"1,500 cc","28,000 km",3
Toyota Yaris Cross Ready Stock 2021,Toyota,Yaris Cross,Automatic,Hybrid,"Tk 3,399,999",2021,"1,500 cc","48,542 km",5
Toyota Premio FG Superior 2015,Toyota,Premio,Automatic,Octane,"Tk 2,670,000",2015,"1,500 cc","63,000 km",11
Toyota Etios all auto 2008,Toyota,Etios,Automatic,"Petrol, CNG, Octane","Tk 865,000",2008,"1,300 cc","95,352 km",18
"Hyundai Sonata G Ltd,  Sun Roof 2011",Hyundai,Sonata,Automatic,Octane,"Tk 1,590,000",2011,"2,000 cc","56,000 km",15
Nissan Bluebird Sylphy G.Ltd Octane 2006,Nissan,Bluebird,Automatic,Octane,"Tk 1,180,000",2006,"1,500 cc","62,000 km",20
